,Resumo descritivo,Denominação,Número de registro,Classificação,Título,Local de produção,Data de produção,Material/Técnica,Estado de conservação,Dimensões - diâmetro,Dimensões - peso,ACERVO,URL,TAINACAN_COLECTION_ID
10,"Anverso: Ao centro, as armas do Reino com sete castelos na orla, entre cinco arcos duplos lobulados, cujas terminais são em aneletes. Em volta quatro aneletes. Legenda + IOHANES : II : R : P : ET : A : D : GVINEE Reverso: Ao centro, a cruz de São Jorge, dentro de um círculo ogival duplo cujas terminais são em aneletes. Em volta oito pontos. Legenda + IOHANES : II : R : P : ET : A : D : GVINEE",Moeda,41143,03 Objetos Pecuniários,Cruzado,(?),1495-1521,Ouro,Bom,"22,2","3,49",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
11,"Anverso: Ao centro, as armas do Reino com sete castelos na orla, entre cinco arcos duplos lobulados. Em volta seis pontos Legenda + IOANIS : II : R : P : ET : A : D : GVINEE Reverso: Ao centro, a cruz de São Jorge, dentro de um círculo ogival duplo cujas terminais são em aneletes. Tendo em volta oito pontos Legenda + IOANIS : II : R : P : ET : A : D : GVINEE :",Moeda,41144,03 Objetos Pecuniários,Cruzado,(?),1495-1521,Ouro,Bom,22,"3,49",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
12,"Anverso: Ao centro, as armas do Reino com sete castelos na orla, entre cinco arcos duplos lobulados, cujas terminais são em aneletes. Em volta oito aneletes Legenda + IOHANES : II : R : P : ET : A : D : GVINE Reverso: Ao centro, a cruz de São Jorge, dentro de um círculo ogival duplo cujas terminais são em aneletes. Legenda + IOANIS : SECVNDO : DEI : GRACA",Moeda,41145,03 Objetos Pecuniários,Cruzado,(?),1495-1521,Ouro,Bom,"22,6","3,52",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
13,"Anverso: Ao centro, as armas do Reino, com sete castelos, entre cinco arcos duplos lobulados, cujas terminais são em aneletes. Legenda + IOAES : SECVNDVS : D : G : REGIS Reverso: Ao centro, a cruz de São Jorge, dentro de um círculo ogival duplo cujas terminais são em aneletes. Legenda + IOANIS : SECVNDVS : DEI : GRACIA",Moeda,41146,03 Objetos Pecuniários,Cruzado,Lisboa,1495-1521,Ouro,Bom,"22,7","3,51",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
14,"Anverso: Ao centro, as armas do Reino, com sete castelos na orla, entre cinco arcos duplos, lobulados cujas terminais são em aneletes. Legenda + IOHANES : II : R : P : ET: A : D : GVIN Reverso: Ao centro, a cruz de São Jorge, dentro de um círculo ogival duplo cujas terminais são em aneletes. Legenda + IOHANES : II : R : P : ET : A : D : GVINE",Moeda,41147,03 Objetos Pecuniários,Cruzado,(?),1495-1521,Ouro,Bom,"22,2","3,47",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
15,"Anverso: Ao centro, as armas do Reino, coroadas e ornamentadas lateralmente. Legenda + IOAHNES : I. I. R. PORTVGALIE : ET : A : D : GVINE Reverso: ao centro, o rei sentado no trono, cortanso a legenda, com manto e coroa, segurando a espada ao alto. Legenda + IVSTVS : VT : PALMA : FLOREBIT : .",[Moeda?],41148,03 Objetos Pecuniários,Justo,Lisboa,1495-1521,Ouro,Bom,"31,6","3,1",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
16,"Anverso: Ao centro, as armas do Reino, entre dois aneletes. Legenda + IOANIS : S : SECVNDVS : DEIGRAC Reverso: Ao centro, dentro de quatro arcos lobulados duplos, cantonados por aneletes, uma espada segura na lâmina por uma mão. Legenda : IOHANES : II : R : P ET : A : D : GVNIEE",Moeda,41149,03 Objetos Pecuniários,Espadim,Lisboa,1495-1521,Ouro,Bom,22,"2,96",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
17,"Anverso: Ao centro, as armas do Reino, entre dois aneletes. Legenda + IOHANES : I:I : R. P : ET : A : D : GVINE Reverso: Ao centro, dentro de quatro arcos lobulados duplos, cantonados por aneletes, uma espada segura na lâmina por uma mão. Legenda IOHNES : II : R P : ET : A : D : GVNIE",Moeda,41150,03 Objetos Pecuniários,Espadim,(?),1495-1521,Ouro,Bom,"21,6","2,52",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
18,"Anverso: Ao centro, as armas do Reino, dentro de cinco arcos lobulados duplos. Legenda + EMANVEL : P : R : P : ET : A : D : GVIN Reverso: Ao centro, a cruz de S. Jorge, entre quatro arcos lobulados duplos ligados por angulos agudos e aneletes na junção. No canto superior direito da cruz, uma estrela. Legenda + EMANVEL : P : R : PET : A : D : GVINEE",Moeda,41054,03 Objetos Pecuniários,Cruzado,Lisboa,1495-1521,Ouro,Bom,"21,7","3,49",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
19,"Anverso: Ao centro, as armas do Reino, dentro de cinco arcos lobulados duplos. Legenda + EMANVEL : P : R : P : ET : A : D : GVINEE. Reverso: Ao centro, a cruz de S. Jorge, entre quatro arcos lobulados duplos ligados por angulos agudos e aneletes na junção. No canto inferior esquerdo da cruz, uma estrela. Legenda + EMANVEL : P : R : P : ET : A : D : GVIN:",Moeda,41055,03 Objetos Pecuniários,Cruzado,(?),1495-1521,Ouro,Bom,"21,7","3,54",mhn_-_moedas-de-ouro,https://mhn.acervos.museus.gov.br/wp-json/tainacan/v2/collection/286327/items/?perpage=96&order=ASC&orderby=date&exposer=csv&mapper=inbcm-ibram&paged=,286327
